timestamp,minute_offset,payment_method,bank,gateway,amount,error_code,latency_ms,outcome,injected_event_id
2026-08-25T00:02:22,2,upi,ICICI,gw_backup,6896.2,,728,success,
2026-08-25T00:02:03,2,debit_card,SBI,gw_primary,37749.04,,460,success,
2026-08-25T00:02:33,2,netbanking,HDFC,gw_primary,44987.34,,610,success,
2026-08-25T00:02:15,2,wallet,KOTAK,gw_primary,34105.09,,589,success,
2026-08-25T00:02:02,2,wallet,KOTAK,gw_secondary,39538.2,,602,success,
2026-08-25T00:02:58,2,credit_card,ICICI,gw_secondary,21508.05,,840,success,
2026-08-25T00:02:47,2,debit_card,HDFC,gw_primary,6160.58,INVALID_OTP,686,failed,
2026-08-25T00:02:38,2,credit_card,SBI,gw_backup,40656.32,,708,success,
2026-08-25T00:03:23,3,credit_card,AXIS,gw_primary,23202.43,,736,success,
2026-08-25T00:03:15,3,credit_card,SBI,gw_primary,42736.0,,697,success,
2026-08-25T00:03:38,3,wallet,ICICI,gw_secondary,22243.92,,819,success,
2026-08-25T00:03:20,3,debit_card,SBI,gw_backup,5930.26,,534,success,
2026-08-25T00:03:11,3,debit_card,SBI,gw_backup,30089.96,,773,success,
2026-08-25T00:03:32,3,debit_card,KOTAK,gw_primary,15626.96,,707,success,
2026-08-25T00:03:41,3,netbanking,ICICI,gw_secondary,16487.5,,626,success,
2026-08-25T00:03:22,3,upi,ICICI,gw_primary,21729.37,,516,success,
2026-08-25T00:03:59,3,upi,ICICI,gw_primary,3940.59,,706,success,
2026-08-25T00:03:50,3,credit_card,AXIS,gw_backup,23977.27,,760,success,
2026-08-25T00:03:23,3,debit_card,AXIS,gw_primary,39044.59,,582,success,
2026-08-25T00:03:13,3,upi,KOTAK,gw_secondary,25443.83,,711,success,
2026-08-25T00:03:29,3,wallet,AXIS,gw_primary,30607.74,,568,success,
2026-08-25T00:03:20,3,netbanking,YES_BANK,gw_secondary,25164.74,,398,success,
2026-08-25T00:03:19,3,netbanking,ICICI,gw_secondary,11109.24,,860,success,
2026-08-25T00:03:11,3,upi,HDFC,gw_primary,4714.94,,602,success,
2026-08-25T00:03:59,3,upi,SBI,gw_backup,968.18,,626,success,
2026-08-25T00:03:40,3,credit_card,AXIS,gw_backup,38967.99,,591,success,
2026-08-25T00:03:50,3,upi,ICICI,gw_backup,24146.4,,620,success,
2026-08-25T00:03:06,3,wallet,YES_BANK,gw_secondary,14667.01,,455,success,
2026-08-25T00:03:28,3,credit_card,YES_BANK,gw_secondary,26218.53,,707,success,
2026-08-25T00:03:12,3,debit_card,SBI,gw_primary,16709.99,,999,success,
2026-08-25T00:03:35,3,credit_card,AXIS,gw_primary,6376.29,INSUFFICIENT_FUNDS,1196,failed,
2026-08-25T00:03:10,3,debit_card,YES_BANK,gw_backup,41839.38,,725,success,
2026-08-25T00:03:49,3,debit_card,HDFC,gw_secondary,2307.04,,713,success,
2026-08-25T00:03:54,3,wallet,YES_BANK,gw_secondary,37157.2,,798,success,
2026-08-25T00:03:26,3,upi,KOTAK,gw_secondary,17751.16,,506,success,
2026-08-25T00:03:23,3,debit_card,KOTAK,gw_secondary,24359.18,,420,success,
2026-08-25T00:03:07,3,credit_card,YES_BANK,gw_primary,40805.27,,849,success,
2026-08-25T00:03:53,3,debit_card,SBI,gw_secondary,6396.35,,794,success,
2026-08-25T00:03:46,3,netbanking,KOTAK,gw_secondary,33895.28,,1040,success,
2026-08-25T00:04:08,4,credit_card,ICICI,gw_primary,39472.94,,893,success,
2026-08-25T00:04:41,4,netbanking,AXIS,gw_primary,32443.64,,633,success,
2026-08-25T00:04:13,4,netbanking,ICICI,gw_backup,27016.47,,683,success,
2026-08-25T00:04:30,4,credit_card,YES_BANK,gw_backup,7027.81,,748,success,
2026-08-25T00:04:22,4,upi,HDFC,gw_backup,32715.39,,880,success,
2026-08-25T00:04:55,4,upi,YES_BANK,gw_backup,33179.52,,800,success,
2026-08-25T00:04:35,4,upi,YES_BANK,gw_primary,44320.13,,708,success,
2026-08-25T00:04:00,4,wallet,HDFC,gw_primary,15183.6,,864,success,
2026-08-25T00:04:28,4,upi,SBI,gw_backup,18740.53,,690,success,
2026-08-25T00:04:14,4,debit_card,HDFC,gw_backup,1623.17,,821,success,
2026-08-25T00:04:13,4,upi,AXIS,gw_secondary,1669.48,,592,success,
2026-08-25T00:04:08,4,credit_card,KOTAK,gw_primary,8134.91,,835,success,
2026-08-25T00:04:47,4,netbanking,KOTAK,gw_primary,13586.88,,495,success,
2026-08-25T00:04:35,4,wallet,HDFC,gw_primary,17091.01,,413,success,
2026-08-25T00:04:33,4,upi,YES_BANK,gw_backup,20480.0,,388,success,
2026-08-25T00:04:16,4,netbanking,HDFC,gw_primary,3536.33,,513,success,
2026-08-25T00:04:33,4,debit_card,YES_BANK,gw_secondary,18481.73,USER_CANCELLED,748,failed,
2026-08-25T00:04:47,4,debit_card,SBI,gw_backup,1034.02,,853,success,
2026-08-25T00:04:57,4,debit_card,SBI,gw_primary,25118.96,,887,success,
2026-08-25T00:04:53,4,netbanking,KOTAK,gw_secondary,9343.55,,763,success,
2026-08-25T00:04:42,4,credit_card,HDFC,gw_backup,38188.55,,749,success,
2026-08-25T00:04:35,4,upi,KOTAK,gw_backup,11785.14,,830,success,
2026-08-25T00:04:13,4,netbanking,AXIS,gw_primary,15631.87,,842,success,
2026-08-25T00:05:01,5,debit_card,YES_BANK,gw_backup,36023.51,,645,success,
2026-08-25T00:05:07,5,upi,ICICI,gw_primary,18204.37,,549,success,
2026-08-25T00:05:31,5,wallet,KOTAK,gw_secondary,12362.98,USER_CANCELLED,1170,failed,
2026-08-25T00:05:12,5,credit_card,AXIS,gw_primary,12441.38,,854,success,
2026-08-25T00:05:43,5,credit_card,YES_BANK,gw_primary,11976.22,,770,success,
2026-08-25T00:05:22,5,credit_card,AXIS,gw_primary,29976.89,,676,success,
2026-08-25T00:05:04,5,credit_card,YES_BANK,gw_secondary,7607.81,,820,success,
2026-08-25T00:05:43,5,netbanking,SBI,gw_secondary,3211.0,,823,success,
2026-08-25T00:05:08,5,debit_card,YES_BANK,gw_secondary,17939.72,,681,success,
2026-08-25T00:05:35,5,upi,ICICI,gw_backup,11912.54,,699,success,
2026-08-25T00:05:21,5,credit_card,HDFC,gw_secondary,21419.54,,601,success,
2026-08-25T00:05:47,5,upi,HDFC,gw_primary,31024.85,,806,success,
2026-08-25T00:05:18,5,netbanking,SBI,gw_secondary,385.63,,615,success,
2026-08-25T00:05:32,5,debit_card,SBI,gw_primary,6286.32,,502,success,
2026-08-25T00:05:50,5,debit_card,KOTAK,gw_primary,29696.43,,666,success,
2026-08-25T00:05:02,5,upi,ICICI,gw_primary,29152.92,,721,success,
2026-08-25T00:05:07,5,upi,ICICI,gw_primary,21373.47,,642,success,
2026-08-25T00:05:38,5,upi,SBI,gw_secondary,19066.06,,903,success,
2026-08-25T00:05:20,5,debit_card,AXIS,gw_primary,3601.35,,293,success,
2026-08-25T00:05:52,5,netbanking,HDFC,gw_primary,29825.23,,302,success,
2026-08-25T00:05:31,5,credit_card,SBI,gw_secondary,44566.81,INSUFFICIENT_FUNDS,945,failed,
2026-08-25T00:05:16,5,debit_card,SBI,gw_backup,575.42,,1089,success,
2026-08-25T00:06:21,6,netbanking,KOTAK,gw_primary,10859.15,,602,success,
2026-08-25T00:06:07,6,credit_card,AXIS,gw_secondary,10627.31,INSUFFICIENT_FUNDS,750,failed,
2026-08-25T00:06:25,6,debit_card,ICICI,gw_primary,35417.57,,567,success,
2026-08-25T00:06:50,6,debit_card,YES_BANK,gw_primary,44514.94,,677,success,
2026-08-25T00:06:23,6,wallet,SBI,gw_primary,5547.19,,601,success,
2026-08-25T00:06:41,6,upi,HDFC,gw_secondary,35114.36,,913,success,
2026-08-25T00:06:02,6,debit_card,SBI,gw_secondary,28088.74,,614,success,
2026-08-25T00:06:53,6,netbanking,YES_BANK,gw_primary,4253.18,,608,success,
2026-08-25T00:06:33,6,upi,ICICI,gw_secondary,36456.8,,641,success,
2026-08-25T00:06:57,6,debit_card,ICICI,gw_backup,377.93,,706,success,
2026-08-25T00:06:52,6,wallet,AXIS,gw_primary,44617.67,,605,success,
2026-08-25T00:06:44,6,wallet,SBI,gw_secondary,25773.65,,865,success,
2026-08-25T00:06:20,6,debit_card,AXIS,gw_primary,7206.73,,719,success,
2026-08-25T00:06:52,6,wallet,HDFC,gw_primary,30654.31,,602,success,
2026-08-25T00:06:13,6,credit_card,HDFC,gw_backup,39576.36,INVALID_OTP,896,failed,
2026-08-25T00:06:37,6,credit_card,AXIS,gw_secondary,37471.22,,728,success,
2026-08-25T00:06:45,6,credit_card,AXIS,gw_primary,35126.07,,706,success,
2026-08-25T00:06:04,6,credit_card,HDFC,gw_secondary,15482.97,,726,success,
2026-08-25T00:06:03,6,debit_card,HDFC,gw_secondary,31929.45,,761,success,
2026-08-25T00:06:35,6,debit_card,ICICI,gw_secondary,44558.15,,1003,success,
2026-08-25T00:06:49,6,netbanking,KOTAK,gw_backup,36994.86,,589,success,
2026-08-25T00:06:47,6,debit_card,ICICI,gw_backup,20148.74,,515,success,
2026-08-25T00:06:07,6,wallet,SBI,gw_secondary,34811.1,,673,success,
2026-08-25T00:06:38,6,debit_card,HDFC,gw_secondary,6924.95,,682,success,
2026-08-25T00:06:53,6,debit_card,HDFC,gw_primary,44281.4,,794,success,
2026-08-25T00:06:28,6,credit_card,KOTAK,gw_backup,1546.36,,842,success,
2026-08-25T00:06:46,6,netbanking,YES_BANK,gw_primary,39107.75,,648,success,
2026-08-25T00:06:28,6,credit_card,AXIS,gw_backup,28235.98,,887,success,
2026-08-25T00:07:03,7,netbanking,AXIS,gw_primary,9143.53,,773,success,
2026-08-25T00:07:04,7,wallet,KOTAK,gw_secondary,35920.53,,658,success,
2026-08-25T00:07:41,7,credit_card,YES_BANK,gw_backup,27060.92,,696,success,
2026-08-25T00:07:06,7,upi,AXIS,gw_secondary,40865.67,,606,success,
2026-08-25T00:07:31,7,netbanking,AXIS,gw_primary,25250.24,INSUFFICIENT_FUNDS,887,failed,
2026-08-25T00:07:58,7,upi,HDFC,gw_primary,3850.51,,492,success,
2026-08-25T00:07:10,7,credit_card,YES_BANK,gw_secondary,36056.31,,533,success,
2026-08-25T00:07:17,7,upi,SBI,gw_primary,31835.44,USER_CANCELLED,1095,failed,
2026-08-25T00:07:29,7,netbanking,ICICI,gw_secondary,35286.51,,928,success,
2026-08-25T00:07:43,7,debit_card,AXIS,gw_secondary,36805.8,,760,success,
2026-08-25T00:07:28,7,debit_card,ICICI,gw_secondary,26758.55,,1027,success,
2026-08-25T00:07:39,7,debit_card,ICICI,gw_backup,43917.56,,778,success,
2026-08-25T00:07:19,7,debit_card,AXIS,gw_secondary,1085.62,,613,success,
2026-08-25T00:07:12,7,upi,SBI,gw_backup,3806.46,,638,success,
2026-08-25T00:07:50,7,netbanking,HDFC,gw_secondary,43241.01,,488,success,
2026-08-25T00:07:26,7,wallet,AXIS,gw_secondary,44446.08,,733,success,
2026-08-25T00:07:39,7,wallet,ICICI,gw_secondary,26957.9,,857,success,
2026-08-25T00:07:43,7,debit_card,SBI,gw_secondary,41069.5,,921,success,
2026-08-25T00:07:58,7,debit_card,ICICI,gw_secondary,8208.79,,907,success,
2026-08-25T00:07:30,7,wallet,KOTAK,gw_secondary,22228.66,,676,success,
2026-08-25T00:07:18,7,upi,AXIS,gw_secondary,4422.48,,859,success,
2026-08-25T00:07:58,7,netbanking,ICICI,gw_backup,29604.64,,629,success,
2026-08-25T00:08:40,8,debit_card,YES_BANK,gw_secondary,14990.39,,751,success,
2026-08-25T00:08:10,8,upi,HDFC,gw_primary,11304.84,,574,success,
2026-08-25T00:08:46,8,upi,SBI,gw_primary,16149.43,,778,success,
2026-08-25T00:08:03,8,netbanking,AXIS,gw_backup,39091.97,,650,success,
2026-08-25T00:08:27,8,wallet,AXIS,gw_secondary,1914.56,,617,success,
2026-08-25T00:08:28,8,wallet,SBI,gw_primary,4783.41,,567,success,
2026-08-25T00:08:52,8,debit_card,SBI,gw_secondary,42838.76,,942,success,
2026-08-25T00:08:40,8,debit_card,ICICI,gw_backup,30058.86,,559,success,
2026-08-25T00:08:14,8,credit_card,KOTAK,gw_primary,32927.7,,796,success,
2026-08-25T00:08:46,8,credit_card,HDFC,gw_backup,44041.61,,727,success,
2026-08-25T00:08:56,8,debit_card,HDFC,gw_secondary,41352.7,,725,success,
2026-08-25T00:08:52,8,wallet,KOTAK,gw_primary,4930.7,,690,success,
2026-08-25T00:08:39,8,upi,KOTAK,gw_primary,13097.55,,749,success,
2026-08-25T00:08:49,8,netbanking,YES_BANK,gw_backup,36381.89,,655,success,
2026-08-25T00:08:33,8,upi,KOTAK,gw_backup,28414.86,,906,success,
2026-08-25T00:08:04,8,debit_card,AXIS,gw_primary,20273.91,,506,success,
2026-08-25T00:08:22,8,debit_card,YES_BANK,gw_secondary,27934.14,,609,success,
2026-08-25T00:08:28,8,credit_card,ICICI,gw_secondary,41153.51,,455,success,
2026-08-25T00:08:01,8,debit_card,YES_BANK,gw_secondary,32357.82,,725,success,
2026-08-25T00:08:29,8,debit_card,KOTAK,gw_backup,11070.18,,586,success,
2026-08-25T00:08:32,8,wallet,AXIS,gw_secondary,13931.95,,657,success,
2026-08-25T00:08:10,8,credit_card,AXIS,gw_secondary,32269.36,,552,success,
2026-08-25T00:08:06,8,netbanking,ICICI,gw_backup,23703.58,,666,success,
2026-08-25T00:08:06,8,credit_card,KOTAK,gw_secondary,41311.2,,771,success,
2026-08-25T00:08:47,8,wallet,YES_BANK,gw_secondary,23255.61,,358,success,
2026-08-25T00:08:46,8,credit_card,ICICI,gw_primary,37817.78,,513,success,
2026-08-25T00:08:37,8,credit_card,SBI,gw_backup,30089.61,,596,success,
2026-08-25T00:08:05,8,upi,ICICI,gw_primary,7685.44,,646,success,
2026-08-25T00:08:23,8,wallet,SBI,gw_backup,24669.38,,768,success,
2026-08-25T00:09:41,9,credit_card,SBI,gw_backup,31327.23,,951,success,
2026-08-25T00:09:54,9,netbanking,YES_BANK,gw_backup,27204.39,,616,success,
2026-08-25T00:09:21,9,wallet,YES_BANK,gw_primary,40254.46,,534,success,
2026-08-25T00:09:04,9,netbanking,KOTAK,gw_primary,37459.06,,593,success,
2026-08-25T00:09:03,9,wallet,YES_BANK,gw_secondary,30653.92,,496,success,
2026-08-25T00:09:27,9,netbanking,ICICI,gw_secondary,25166.59,,671,success,
2026-08-25T00:09:05,9,netbanking,ICICI,gw_primary,8012.34,,725,success,
2026-08-25T00:09:28,9,upi,AXIS,gw_primary,13643.26,,487,success,
2026-08-25T00:09:50,9,wallet,AXIS,gw_backup,6985.86,,710,success,
2026-08-25T00:09:51,9,wallet,AXIS,gw_secondary,11678.57,,817,success,
2026-08-25T00:09:20,9,wallet,AXIS,gw_secondary,7294.79,,656,success,
2026-08-25T00:09:18,9,upi,KOTAK,gw_secondary,42172.56,,638,success,
2026-08-25T00:09:34,9,netbanking,YES_BANK,gw_backup,42416.06,,767,success,
2026-08-25T00:09:32,9,netbanking,KOTAK,gw_secondary,22626.71,,620,success,
2026-08-25T00:09:18,9,wallet,SBI,gw_secondary,39527.15,,785,success,
2026-08-25T00:09:20,9,upi,KOTAK,gw_backup,7932.57,,789,success,
2026-08-25T00:09:45,9,netbanking,ICICI,gw_secondary,37038.25,,1069,success,
2026-08-25T00:09:39,9,wallet,AXIS,gw_backup,42882.97,,654,success,
2026-08-25T00:09:56,9,credit_card,KOTAK,gw_secondary,22848.92,,736,success,
2026-08-25T00:09:12,9,netbanking,ICICI,gw_primary,4889.06,,554,success,
2026-08-25T00:09:03,9,credit_card,AXIS,gw_backup,6968.31,,667,success,
2026-08-25T00:09:25,9,debit_card,ICICI,gw_primary,27934.47,,923,success,
2026-08-25T00:09:03,9,upi,SBI,gw_primary,5594.11,,745,success,
2026-08-25T00:09:13,9,netbanking,AXIS,gw_backup,10415.92,,605,success,
2026-08-25T00:09:11,9,wallet,AXIS,gw_secondary,19259.84,,680,success,
2026-08-25T00:09:46,9,debit_card,AXIS,gw_secondary,37265.07,,848,success,
2026-08-25T00:09:11,9,credit_card,YES_BANK,gw_backup,18923.34,,962,success,
2026-08-25T00:09:58,9,wallet,HDFC,gw_primary,693.62,,819,success,
2026-08-25T00:09:29,9,credit_card,KOTAK,gw_primary,2062.1,,822,success,
2026-08-25T00:09:44,9,wallet,ICICI,gw_secondary,6879.68,,503,success,
2026-08-25T00:09:57,9,debit_card,HDFC,gw_primary,17842.26,,742,success,
2026-08-25T00:10:15,10,upi,ICICI,gw_primary,12679.64,,731,success,
2026-08-25T00:10:53,10,wallet,AXIS,gw_backup,22371.03,,473,success,
2026-08-25T00:10:40,10,wallet,SBI,gw_primary,33223.9,,658,success,
2026-08-25T00:10:20,10,wallet,HDFC,gw_backup,32277.1,,497,success,
2026-08-25T00:10:39,10,debit_card,SBI,gw_backup,7958.8,,554,success,
2026-08-25T00:10:37,10,credit_card,YES_BANK,gw_backup,3835.4,,849,success,
2026-08-25T00:10:46,10,credit_card,ICICI,gw_backup,5594.18,,586,success,
2026-08-25T00:10:28,10,upi,HDFC,gw_secondary,21599.75,,582,success,
2026-08-25T00:10:48,10,credit_card,YES_BANK,gw_primary,26271.66,,644,success,
2026-08-25T00:10:22,10,netbanking,ICICI,gw_backup,2111.54,,575,success,
2026-08-25T00:10:55,10,netbanking,ICICI,gw_primary,7491.22,,730,success,
2026-08-25T00:10:52,10,netbanking,SBI,gw_secondary,720.26,,518,success,
2026-08-25T00:10:27,10,netbanking,HDFC,gw_backup,11463.01,,870,success,
2026-08-25T00:10:06,10,netbanking,SBI,gw_secondary,33930.45,,959,success,
2026-08-25T00:10:09,10,wallet,AXIS,gw_backup,43436.07,,745,success,
2026-08-25T00:10:33,10,netbanking,KOTAK,gw_secondary,24469.34,,415,success,
2026-08-25T00:10:26,10,wallet,YES_BANK,gw_backup,26036.2,,711,success,
2026-08-25T00:10:52,10,credit_card,ICICI,gw_primary,33415.79,,571,success,
2026-08-25T00:10:36,10,credit_card,SBI,gw_primary,25045.56,,606,success,
2026-08-25T00:10:50,10,debit_card,ICICI,gw_primary,16980.41,,879,success,
2026-08-25T00:10:22,10,netbanking,HDFC,gw_secondary,9231.25,,712,success,
2026-08-25T00:10:53,10,debit_card,SBI,gw_backup,13856.35,,959,success,
2026-08-25T00:10:00,10,debit_card,ICICI,gw_primary,29887.43,INVALID_OTP,720,failed,
2026-08-25T00:10:43,10,netbanking,AXIS,gw_primary,17537.16,,704,success,
2026-08-25T00:10:29,10,wallet,ICICI,gw_backup,31677.01,,861,success,
2026-08-25T00:10:41,10,credit_card,SBI,gw_backup,1178.54,,551,success,
2026-08-25T00:10:31,10,netbanking,YES_BANK,gw_secondary,31889.49,,757,success,
2026-08-25T00:10:35,10,wallet,AXIS,gw_secondary,14869.44,,687,success,
2026-08-25T00:10:25,10,debit_card,SBI,gw_primary,42000.13,,681,success,
2026-08-25T00:10:34,10,netbanking,AXIS,gw_backup,5457.38,,644,success,
2026-08-25T00:10:42,10,wallet,HDFC,gw_primary,44087.16,,863,success,
2026-08-25T00:10:27,10,wallet,YES_BANK,gw_primary,41843.32,,612,success,
2026-08-25T00:10:08,10,netbanking,HDFC,gw_primary,20699.68,,504,success,
2026-08-25T00:10:55,10,netbanking,YES_BANK,gw_backup,40690.51,,658,success,
2026-08-25T00:10:16,10,upi,AXIS,gw_primary,3242.77,,550,success,
2026-08-25T00:11:03,11,netbanking,YES_BANK,gw_secondary,12346.95,,923,success,
2026-08-25T00:11:08,11,wallet,AXIS,gw_backup,2960.0,,659,success,
2026-08-25T00:11:32,11,netbanking,ICICI,gw_primary,34767.82,,818,success,
2026-08-25T00:11:43,11,wallet,ICICI,gw_secondary,18932.88,,566,success,
2026-08-25T00:11:18,11,credit_card,KOTAK,gw_secondary,6651.68,,616,success,
2026-08-25T00:11:13,11,wallet,AXIS,gw_primary,8358.24,INSUFFICIENT_FUNDS,587,failed,
2026-08-25T00:11:47,11,credit_card,HDFC,gw_backup,30816.37,,851,success,
2026-08-25T00:11:29,11,upi,HDFC,gw_secondary,3815.38,,357,success,
2026-08-25T00:11:17,11,wallet,KOTAK,gw_secondary,29938.83,,944,success,
2026-08-25T00:11:29,11,netbanking,SBI,gw_secondary,44016.07,,660,success,
2026-08-25T00:11:52,11,wallet,AXIS,gw_secondary,14960.15,,483,success,
2026-08-25T00:11:59,11,netbanking,AXIS,gw_secondary,10860.01,,714,success,
2026-08-25T00:11:23,11,credit_card,HDFC,gw_backup,24930.24,,507,success,
2026-08-25T00:11:22,11,debit_card,YES_BANK,gw_backup,29606.59,,561,success,
2026-08-25T00:11:45,11,debit_card,KOTAK,gw_backup,8923.08,,661,success,
2026-08-25T00:11:53,11,wallet,KOTAK,gw_backup,28973.96,,590,success,
2026-08-25T00:11:11,11,credit_card,ICICI,gw_secondary,35727.77,,649,success,
2026-08-25T00:11:58,11,wallet,AXIS,gw_backup,14195.32,,639,success,
2026-08-25T00:11:40,11,debit_card,HDFC,gw_backup,22808.52,,739,success,
2026-08-25T00:11:07,11,wallet,ICICI,gw_secondary,44093.24,,693,success,
2026-08-25T00:11:51,11,wallet,HDFC,gw_backup,23803.87,,579,success,
2026-08-25T00:11:59,11,netbanking,YES_BANK,gw_secondary,5117.07,,789,success,
